Mass,Forest,treatment,intensity
324.156496923077,HW,PreFenton,0
325.096286666667,HW,PreFenton,0
325.147886666667,HW,PreFenton,0
325.169075,HW,PreFenton,0
326.135731,HW,PreFenton,0
327.123813333333,HW,PreFenton,0
327.156156666667,HW,PreFenton,0
327.16015,HW,PreFenton,0
327.19251,HW,PreFenton,0
329.171791428571,HW,PreFenton,0
332.125198,HW,PreFenton,0
333.207121875,HW,PreFenton,0
333.2283,HW,PreFenton,0
335.117016666667,HW,PreFenton,0
335.189774285714,HW,PreFenton,0
335.207507,HW,PreFenton,0
335.222778181818,HW,PreFenton,0
336.156514,HW,PreFenton,0
337.09627,HW,PreFenton,0
337.150416666667,HW,PreFenton,0
337.169046363636,HW,PreFenton,0
337.23845,HW,PreFenton,0
338.10925,HW,PreFenton,0
338.13575,HW,PreFenton,0
339.1119225,HW,PreFenton,0
339.148313333333,HW,PreFenton,0
339.163562222222,HW,PreFenton,0
339.16607,HW,PreFenton,0
339.18468,HW,PreFenton,0
339.25408333333303,HW,PreFenton,0
341.127593333333,HW,PreFenton,0
341.13545,HW,PreFenton,0
341.17598,HW,PreFenton,0
341.233354615385,HW,PreFenton,0
341.269726666667,HW,PreFenton,0
342.20346125,HW,PreFenton,0
343.1584975,HW,PreFenton,0
343.191494,HW,PreFenton,0
343.2490025,HW,PreFenton,0
345.1092675,HW,PreFenton,0
346.198386666667,HW,PreFenton,0
347.117,HW,PreFenton,0
347.14603,HW,PreFenton,0
347.22282,HW,PreFenton,0
348.120096666667,HW,PreFenton,0
348.130011428571,HW,PreFenton,0
348.156511666667,HW,PreFenton,0
348.19288,HW,PreFenton,0
349.0412875,HW,PreFenton,0
349.096305,HW,PreFenton,0
349.2054425,HW,PreFenton,0
351.11196125,HW,PreFenton,0
351.148319090909,HW,PreFenton,0
351.166055714286,HW,PreFenton,0
351.184711428571,HW,PreFenton,0
351.202454285714,HW,PreFenton,0
352.12495,HW,PreFenton,0
352.187853333333,HW,PreFenton,0
353.0912225,HW,PreFenton,0
353.127571428571,HW,PreFenton,0
353.163979,HW,PreFenton,0
353.233363529412,HW,PreFenton,0
355.106844,HW,PreFenton,0
355.14325,HW,PreFenton,0
355.151053333333,HW,PreFenton,0
355.158521666667,HW,PreFenton,0
355.194892,HW,PreFenton,0
355.249012307692,HW,PreFenton,0
356.219109,HW,PreFenton,0
357.086092,HW,PreFenton,0
357.1377175,HW,PreFenton,0
357.174132,HW,PreFenton,0
357.20713125,HW,PreFenton,0
357.264662857143,HW,PreFenton,0
358.10618,HW,PreFenton,0
358.234773333333,HW,PreFenton,0
359.153423333333,HW,PreFenton,0
359.1823825,HW,PreFenton,0
359.222798571429,HW,PreFenton,0
360.192886666667,HW,PreFenton,0
360.214035,HW,PreFenton,0
361.096256666667,HW,PreFenton,0
361.16166,HW,PreFenton,0
361.238405,HW,PreFenton,0
361.259571666667,HW,PreFenton,0
362.145688571429,HW,PreFenton,0
362.172157142857,HW,PreFenton,0
362.208553333333,HW,PreFenton,0
363.1119225,HW,PreFenton,0
364.154785714286,HW,PreFenton,0
365.091238,HW,PreFenton,0
365.127592727273,HW,PreFenton,0
365.163984166667,HW,PreFenton,0
365.2333575,HW,PreFenton,0
366.098555,HW,PreFenton,0
367.10688625,HW,PreFenton,0
367.143209230769,HW,PreFenton,0
367.17961125,HW,PreFenton,0
367.249006363636,HW,PreFenton,0
367.285407777778,HW,PreFenton,0
368.09606,HW,PreFenton,0
369.086091428571,HW,PreFenton,0
369.122501538462,HW,PreFenton,0
369.130356666667,HW,PreFenton,0
369.158885,HW,PreFenton,0
369.174154285714,HW,PreFenton,0
369.207166666667,HW,PreFenton,0
369.264672857143,HW,PreFenton,0
370.234748571429,HW,PreFenton,0
371.065388333333,HW,PreFenton,0
371.153423333333,HW,PreFenton,0
371.182414,HW,PreFenton,0
371.1897825,HW,PreFenton,0
372.171187777778,HW,PreFenton,0
372.196935,HW,PreFenton,0
372.233354285714,HW,PreFenton,0
373.08815,HW,PreFenton,0
373.096292142857,HW,PreFenton,0
373.0988125,HW,PreFenton,0
373.13250125,HW,PreFenton,0
373.1617125,HW,PreFenton,0
373.169123333333,HW,PreFenton,0
374.145653333333,HW,PreFenton,0
374.175455,HW,PreFenton,0
374.229685,HW,PreFenton,0
375.075378333333,HW,PreFenton,0
375.103802,HW,PreFenton,0
375.119817777778,HW,PreFenton,0
375.148291666667,HW,PreFenton,0
376.16132,HW,PreFenton,0
376.187845,HW,PreFenton,0
376.20894500000003,HW,PreFenton,0
377.085685,HW,PreFenton,0
377.127563333333,HW,PreFenton,0
377.17181,HW,PreFenton,0
377.20039,HW,PreFenton,0
377.254525,HW,PreFenton,0
378.134062,HW,PreFenton,0
378.170466,HW,PreFenton,0
379.1068475,HW,PreFenton,0
379.14326,HW,PreFenton,0
379.179625714286,HW,PreFenton,0
379.197371875,HW,PreFenton,0
379.2160225,HW,PreFenton,0
380.135136666667,HW,PreFenton,0
380.149701,HW,PreFenton,0
381.122516363636,HW,PreFenton,0
381.131255,HW,PreFenton,0
381.158869166667,HW,PreFenton,0
381.195296666667,HW,PreFenton,0
381.264661428571,HW,PreFenton,0
382.093475,HW,PreFenton,0
383.10175,HW,PreFenton,0
383.12924400000003,HW,PreFenton,0
383.138116363636,HW,PreFenton,0
383.15587,HW,PreFenton,0
383.17461,HW,PreFenton,0
383.22283,HW,PreFenton,0
383.2803,HW,PreFenton,0
385.081012,HW,PreFenton,0
385.144895,HW,PreFenton,0
385.153825,HW,PreFenton,0
385.161615,HW,PreFenton,0
385.1691025,HW,PreFenton,0
386.21263,HW,PreFenton,0
386.229706,HW,PreFenton,0
387.111722222222,HW,PreFenton,0
387.1483675,HW,PreFenton,0
387.27522,HW,PreFenton,0
388.09347,HW,PreFenton,0
388.12495,HW,PreFenton,0
388.191925,HW,PreFenton,0
388.20894,HW,PreFenton,0
389.163944,HW,PreFenton,0
389.2908575,HW,PreFenton,0
390.140524,HW,PreFenton,0
390.20349,HW,PreFenton,0
390.206751428571,HW,PreFenton,0
391.18745,HW,PreFenton,0
391.249005833333,HW,PreFenton,0
391.252349090909,HW,PreFenton,0
392.135111111111,HW,PreFenton,0
392.15621,HW,PreFenton,0
393.12238,HW,PreFenton,0
393.158861666667,HW,PreFenton,0
393.195258181818,HW,PreFenton,0
393.231650909091,HW,PreFenton,0
393.2646425,HW,PreFenton,0
394.165320769231,HW,PreFenton,0
395.101246,HW,PreFenton,0
395.1017775,HW,PreFenton,0
395.138147,HW,PreFenton,0
395.174537777778,HW,PreFenton,0
395.21090125,HW,PreFenton,0
397.117408,HW,PreFenton,0
397.153804,HW,PreFenton,0
397.171465,HW,PreFenton,0
397.19019625,HW,PreFenton,0
397.25955875,HW,PreFenton,0
399.096646666667,HW,PreFenton,0
399.124128,HW,PreFenton,0
399.14275,HW,PreFenton,0
399.2751975,HW,PreFenton,0
400.19191,HW,PreFenton,0
401.11233,HW,PreFenton,0
401.130026666667,HW,PreFenton,0
401.14868,HW,PreFenton,0
401.173653333333,HW,PreFenton,0
402.207492727273,HW,PreFenton,0
402.24389,HW,PreFenton,0
403.09861,HW,PreFenton,0
403.10667,HW,PreFenton,0
403.1431675,HW,PreFenton,0
403.189306666667,HW,PreFenton,0
403.270125333333,HW,PreFenton,0
403.306495,HW,PreFenton,0
405.122316,HW,PreFenton,0
405.134671666667,HW,PreFenton,0
405.143582,HW,PreFenton,0
405.1588825,HW,PreFenton,0
405.1952575,HW,PreFenton,0
405.26468375,HW,PreFenton,0
406.234696666667,HW,PreFenton,0
407.113655,HW,PreFenton,0
407.137963846154,HW,PreFenton,0
407.174535,HW,PreFenton,0
407.21089875,HW,PreFenton,0
407.26502625,HW,PreFenton,0
409.1174,HW,PreFenton,0
409.1656575,HW,PreFenton,0
409.190176470588,HW,PreFenton,0
409.207862352941,HW,PreFenton,0
409.226578,HW,PreFenton,0
409.259565333333,HW,PreFenton,0
410.10664,HW,PreFenton,0
410.166655,HW,PreFenton,0
410.2217825,HW,PreFenton,0
410.229684,HW,PreFenton,0
411.1694975,HW,PreFenton,0
411.187075,HW,PreFenton,0
411.275187142857,HW,PreFenton,0
412.104115,HW,PreFenton,0
412.122255,HW,PreFenton,0
412.228258571429,HW,PreFenton,0
413.11231,HW,PreFenton,0
413.122026666667,HW,PreFenton,0
413.1487425,HW,PreFenton,0
413.166343333333,HW,PreFenton,0
414.2075075,HW,PreFenton,0
415.091518333333,HW,PreFenton,0
415.127972,HW,PreFenton,0
415.14559,HW,PreFenton,0
415.164376,HW,PreFenton,0
416.203804285714,HW,PreFenton,0
417.168556666667,HW,PreFenton,0
417.264625714286,HW,PreFenton,0
417.2857825,HW,PreFenton,0
418.1983825,HW,PreFenton,0
419.167225,HW,PreFenton,0
419.2109,HW,PreFenton,0
419.301395,HW,PreFenton,0
420.15118,HW,PreFenton,0
421.0810575,HW,PreFenton,0
421.11716,HW,PreFenton,0
421.163484444444,HW,PreFenton,0
421.190203333333,HW,PreFenton,0
421.24426625,HW,PreFenton,0
423.1694375,HW,PreFenton,0
423.179125,HW,PreFenton,0
423.2058475,HW,PreFenton,0
423.275178571429,HW,PreFenton,0
424.2089875,HW,PreFenton,0
424.22568125,HW,PreFenton,0
425.112205,HW,PreFenton,0
425.148683333333,HW,PreFenton,0
425.176205,HW,PreFenton,0
425.185115555556,HW,PreFenton,0
425.202691111111,HW,PreFenton,0
425.363615,HW,PreFenton,0
426.119635,HW,PreFenton,0
427.127955,HW,PreFenton,0
427.2701475,HW,PreFenton,0
428.117173333333,HW,PreFenton,0
428.240224285714,HW,PreFenton,0
428.259518,HW,PreFenton,0
429.26471125,HW,PreFenton,0
429.285767272727,HW,PreFenton,0
430.104061428571,HW,PreFenton,0
430.157846666667,HW,PreFenton,0
430.202523333333,HW,PreFenton,0
430.21946,HW,PreFenton,0
430.2388075,HW,PreFenton,0
431.096177777778,HW,PreFenton,0
432.11967,HW,PreFenton,0
432.19877,HW,PreFenton,0
433.28064,HW,PreFenton,0
433.33233,HW,PreFenton,0
434.193295,HW,PreFenton,0
435.1621275,HW,PreFenton,0
435.1693675,HW,PreFenton,0
435.20585,HW,PreFenton,0
435.2234925,HW,PreFenton,0
435.27523375,HW,PreFenton,0
435.29621,HW,PreFenton,0
437.122006666667,HW,PreFenton,0
437.14868,HW,PreFenton,0
437.185076,HW,PreFenton,0
437.202774285714,HW,PreFenton,0
437.221477,HW,PreFenton,0
437.23914,HW,PreFenton,0
439.16437,HW,PreFenton,0
439.182008235294,HW,PreFenton,0
439.200771666667,HW,PreFenton,0
439.212595,HW,PreFenton,0
439.270107857143,HW,PreFenton,0
440.117125714286,HW,PreFenton,0
440.2038225,HW,PreFenton,0
441.216443333333,HW,PreFenton,0
441.264653,HW,PreFenton,0
441.285733,HW,PreFenton,0
442.183131666667,HW,PreFenton,0
442.219512857143,HW,PreFenton,0
442.23884125,HW,PreFenton,0
443.2803125,HW,PreFenton,0
444.198777142857,HW,PreFenton,0
445.10213,HW,PreFenton,0
445.11986,HW,PreFenton,0
445.28069,HW,PreFenton,0
445.2959375,HW,PreFenton,0
447.117738181818,HW,PreFenton,0
447.259913125,HW,PreFenton,0
449.1947,HW,PreFenton,0
449.27557,HW,PreFenton,0
449.2907,HW,PreFenton,0
449.29094250000003,HW,PreFenton,0
450.16159,HW,PreFenton,0
451.21036,HW,PreFenton,0
451.21277,HW,PreFenton,0
451.218422307692,HW,PreFenton,0
451.254808666667,HW,PreFenton,0
453.1799675,HW,PreFenton,0
453.1976775,HW,PreFenton,0
453.216394285714,HW,PreFenton,0
453.285734,HW,PreFenton,0
455.086286666667,HW,PreFenton,0
455.178596666667,HW,PreFenton,0
455.19573,HW,PreFenton,0
455.280273333333,HW,PreFenton,0
455.30143,HW,PreFenton,0
456.19876,HW,PreFenton,0
457.28064,HW,PreFenton,0
457.29595,HW,PreFenton,0
459.296285,HW,PreFenton,0
461.27561125,HW,PreFenton,0
462.130221428572,HW,PreFenton,0
462.20933,HW,PreFenton,0
463.103475,HW,PreFenton,0
463.11272,HW,PreFenton,0
463.254836666667,HW,PreFenton,0
463.306518333333,HW,PreFenton,0
465.119106666667,HW,PreFenton,0
465.197703076923,HW,PreFenton,0
465.234084166667,HW,PreFenton,0
465.270475,HW,PreFenton,0
467.19581,HW,PreFenton,0
467.21333,HW,PreFenton,0
467.243976666667,HW,PreFenton,0
467.2496925,HW,PreFenton,0
467.301468,HW,PreFenton,0
469.18456,HW,PreFenton,0
469.192592105263,HW,PreFenton,0
469.280703076923,HW,PreFenton,0
469.295943333333,HW,PreFenton,0
470.1277075,HW,PreFenton,0
470.1514775,HW,PreFenton,0
471.296293,HW,PreFenton,0
471.3116075,HW,PreFenton,0
472.149413333333,HW,PreFenton,0
473.275588,HW,PreFenton,0
473.327265,HW,PreFenton,0
474.1286875,HW,PreFenton,0
475.11275,HW,PreFenton,0
475.254844375,HW,PreFenton,0
475.291254444444,HW,PreFenton,0
475.306575,HW,PreFenton,0
477.128336666667,HW,PreFenton,0
477.1355125,HW,PreFenton,0
477.270491666667,HW,PreFenton,0
479.098382,HW,PreFenton,0
479.134755,HW,PreFenton,0
479.249726666667,HW,PreFenton,0
480.172258,HW,PreFenton,0
481.184601666667,HW,PreFenton,0
481.228998571429,HW,PreFenton,0
481.2595775,HW,PreFenton,0
481.265386666667,HW,PreFenton,0
482.12777,HW,PreFenton,0
482.1641675,HW,PreFenton,0
482.166814285714,HW,PreFenton,0
483.1816275,HW,PreFenton,0
483.200272222222,HW,PreFenton,0
483.208254,HW,PreFenton,0
483.296295,HW,PreFenton,0
483.299748571429,HW,PreFenton,0
483.31158,HW,PreFenton,0
484.125185,HW,PreFenton,0
484.204829,HW,PreFenton,0
485.197315,HW,PreFenton,0
485.206193333333,HW,PreFenton,0
485.221465,HW,PreFenton,0
485.312055,HW,PreFenton,0
485.348448,HW,PreFenton,0
486.146406666667,HW,PreFenton,0
487.29125,HW,PreFenton,0
488.188605454545,HW,PreFenton,0
488.19964,HW,PreFenton,0
488.2359675,HW,PreFenton,0
489.220223333333,HW,PreFenton,0
489.270522857143,HW,PreFenton,0
489.306873333333,HW,PreFenton,0
489.322155,HW,PreFenton,0
491.15368,HW,PreFenton,0
491.249752142857,HW,PreFenton,0
491.286117142857,HW,PreFenton,0
493.1141075,HW,PreFenton,0
493.167547142857,HW,PreFenton,0
493.26549,HW,PreFenton,0
493.31713,HW,PreFenton,0
494.187955,HW,PreFenton,0
495.163865,HW,PreFenton,0
495.238865,HW,PreFenton,0
495.244631111111,HW,PreFenton,0
495.281091111111,HW,PreFenton,0
496.182428333333,HW,PreFenton,0
497.161015,HW,PreFenton,0
497.1795225,HW,PreFenton,0
497.223917777778,HW,PreFenton,0
497.29088375,HW,PreFenton,0
497.312014285714,HW,PreFenton,0
499.1854225,HW,PreFenton,0
499.241003333333,HW,PreFenton,0
499.291256428572,HW,PreFenton,0
501.1920375,HW,PreFenton,0
501.26786,HW,PreFenton,0
501.270534666667,HW,PreFenton,0
501.306943,HW,PreFenton,0
502.15402,HW,PreFenton,0
503.286160833333,HW,PreFenton,0
505.1338,HW,PreFenton,0
505.16927,HW,PreFenton,0
505.174713333333,HW,PreFenton,0
505.229017333333,HW,PreFenton,0
505.265395714286,HW,PreFenton,0
505.30188,HW,PreFenton,0
506.12016,HW,PreFenton,0
506.199113888889,HW,PreFenton,0
507.0932425,HW,PreFenton,0
507.146043333333,HW,PreFenton,0
507.183183333333,HW,PreFenton,0
507.190384,HW,PreFenton,0
507.244661666667,HW,PreFenton,0
507.281065,HW,PreFenton,0
507.3327525,HW,PreFenton,0
509.1453625,HW,PreFenton,0
509.2181075,HW,PreFenton,0
509.223933846154,HW,PreFenton,0
509.25452,HW,PreFenton,0
509.31196875,HW,PreFenton,0
511.239512222222,HW,PreFenton,0
511.27013,HW,PreFenton,0
512.1983725,HW,PreFenton,0
512.211030769231,HW,PreFenton,0
512.236108333333,HW,PreFenton,0
513.218814285714,HW,PreFenton,0
513.306935,HW,PreFenton,0
513.310292857143,HW,PreFenton,0
513.322146,HW,PreFenton,0
515.27082,HW,PreFenton,0
515.278126666667,HW,PreFenton,0
515.28351,HW,PreFenton,0
515.286140625,HW,PreFenton,0
516.230931666667,HW,PreFenton,0
516.267352,HW,PreFenton,0
517.104613333333,HW,PreFenton,0
517.229025789474,HW,PreFenton,0
517.265413125,HW,PreFenton,0
517.301802,HW,PreFenton,0
519.244649,HW,PreFenton,0
519.281035,HW,PreFenton,0
520.13574,HW,PreFenton,0
521.160865,HW,PreFenton,0
521.223835,HW,PreFenton,0
521.260325714286,HW,PreFenton,0
523.1612,HW,PreFenton,0
523.233675,HW,PreFenton,0
523.23953,HW,PreFenton,0
523.3249525,HW,PreFenton,0
523.327662,HW,PreFenton,0
525.218888571429,HW,PreFenton,0
525.255235,HW,PreFenton,0
526.251755,HW,PreFenton,0
527.18996,HW,PreFenton,0
527.234434285714,HW,PreFenton,0
527.322586,HW,PreFenton,0
528.151356428571,HW,PreFenton,0
528.231005,HW,PreFenton,0
528.267397272727,HW,PreFenton,0
529.21373375,HW,PreFenton,0
529.250085,HW,PreFenton,0
529.268843333333,HW,PreFenton,0
529.301836666667,HW,PreFenton,0
529.305156666667,HW,PreFenton,0
529.317065,HW,PreFenton,0
529.338228,HW,PreFenton,0
531.1486275,HW,PreFenton,0
531.24470875,HW,PreFenton,0
531.3327175,HW,PreFenton,0
533.260384,HW,PreFenton,0
533.296772,HW,PreFenton,0
533.348415,HW,PreFenton,0
535.088206666667,HW,PreFenton,0
535.151616666667,HW,PreFenton,0
535.203253333333,HW,PreFenton,0
535.239615,HW,PreFenton,0
535.275992857143,HW,PreFenton,0
537.176673333333,HW,PreFenton,0
537.218848,HW,PreFenton,0
537.255267857143,HW,PreFenton,0
537.306867333333,HW,PreFenton,0
537.343313333333,HW,PreFenton,0
539.046803333333,HW,PreFenton,0
539.192253333333,HW,PreFenton,0
539.234531,HW,PreFenton,0
539.270911666667,HW,PreFenton,0
539.307254,HW,PreFenton,0
539.322558888889,HW,PreFenton,0
540.19333375,HW,PreFenton,0
540.26749,HW,PreFenton,0
541.25013,HW,PreFenton,0
541.28074,HW,PreFenton,0
541.301818333333,HW,PreFenton,0
541.338213333333,HW,PreFenton,0
541.44838,HW,PreFenton,0
542.246563333333,HW,PreFenton,0
542.28309,HW,PreFenton,0
543.229555,HW,PreFenton,0
543.278385,HW,PreFenton,0
543.281098571428,HW,PreFenton,0
543.2963475,HW,PreFenton,0
543.317488571429,HW,PreFenton,0
544.262336666667,HW,PreFenton,0
545.260421176471,HW,PreFenton,0
545.296823,HW,PreFenton,0
545.31201,HW,PreFenton,0
547.133976666667,HW,PreFenton,0
547.239648571429,HW,PreFenton,0
547.276068181818,HW,PreFenton,0
547.312485,HW,PreFenton,0
547.327714,HW,PreFenton,0
548.209681666667,HW,PreFenton,0
549.255243333333,HW,PreFenton,0
549.291665,HW,PreFenton,0
549.343315,HW,PreFenton,0
551.234603333333,HW,PreFenton,0
551.270986666667,HW,PreFenton,0
551.322576363636,HW,PreFenton,0
553.135247142857,HW,PreFenton,0
553.1716425,HW,PreFenton,0
553.20804,HW,PreFenton,0
553.2137775,HW,PreFenton,0
553.250257142857,HW,PreFenton,0
553.338305,HW,PreFenton,0
554.28313,HW,PreFenton,0
555.18724,HW,PreFenton,0
555.2294275,HW,PreFenton,0
555.25999,HW,PreFenton,0
555.265875,HW,PreFenton,0
555.3175675,HW,PreFenton,0
556.170713333333,HW,PreFenton,0
556.26226,HW,PreFenton,0
556.298763333333,HW,PreFenton,0
557.275623,HW,PreFenton,0
557.296807857143,HW,PreFenton,0
557.333158,HW,PreFenton,0
559.22425,HW,PreFenton,0
559.239671428571,HW,PreFenton,0
559.276048461538,HW,PreFenton,0
559.31241375,HW,PreFenton,0
559.32768,HW,PreFenton,0
559.486056666667,HW,PreFenton,0
560.18302,HW,PreFenton,0
561.149588888889,HW,PreFenton,0
561.203553333333,HW,PreFenton,0
561.255245,HW,PreFenton,0
561.29163125,HW,PreFenton,0
561.306903636364,HW,PreFenton,0
561.328066666667,HW,PreFenton,0
563.138423333333,HW,PreFenton,0
563.270865,HW,PreFenton,0
563.30733,HW,PreFenton,0
563.322531111111,HW,PreFenton,0
565.1354225,HW,PreFenton,0
565.144473636364,HW,PreFenton,0
565.250233333333,HW,PreFenton,0
565.286626666667,HW,PreFenton,0
565.338262,HW,PreFenton,0
566.220253,HW,PreFenton,0
567.15084,HW,PreFenton,0
567.229542857143,HW,PreFenton,0
567.26581,HW,PreFenton,0
567.317483571429,HW,PreFenton,0
569.093686,HW,PreFenton,0
569.166584,HW,PreFenton,0
569.239254,HW,PreFenton,0
569.245098333333,HW,PreFenton,0
569.275675,HW,PreFenton,0
569.296848461539,HW,PreFenton,0
569.333175714286,HW,PreFenton,0
570.14396,HW,PreFenton,0
570.203758,HW,PreFenton,0
571.224320909091,HW,PreFenton,0
571.276036470588,HW,PreFenton,0
571.2912,HW,PreFenton,0
571.31248625,HW,PreFenton,0
571.34885,HW,PreFenton,0
572.15939,HW,PreFenton,0
573.255315,HW,PreFenton,0
573.27638,HW,PreFenton,0
573.291666363636,HW,PreFenton,0
573.306883333333,HW,PreFenton,0
573.331415,HW,PreFenton,0
573.36444,HW,PreFenton,0
575.234564,HW,PreFenton,0
575.27097625,HW,PreFenton,0
575.307328,HW,PreFenton,0
575.322643333333,HW,PreFenton,0
577.14442,HW,PreFenton,0
577.18079,HW,PreFenton,0
577.250183333333,HW,PreFenton,0
577.286621428571,HW,PreFenton,0
577.30186,HW,PreFenton,0
577.33835,HW,PreFenton,0
579.149,HW,PreFenton,0
579.160113846154,HW,PreFenton,0
579.265843333333,HW,PreFenton,0
579.30228,HW,PreFenton,0
579.317574545454,HW,PreFenton,0
580.156903333333,HW,PreFenton,0
581.202913333333,HW,PreFenton,0
581.20877,HW,PreFenton,0
581.2451675,HW,PreFenton,0
581.281493333333,HW,PreFenton,0
581.296737058824,HW,PreFenton,0
581.33313125,HW,PreFenton,0
581.369535,HW,PreFenton,0
583.118525,HW,PreFenton,0
583.18225,HW,PreFenton,0
583.21849,HW,PreFenton,0
583.2243825,HW,PreFenton,0
583.255016666667,HW,PreFenton,0
583.312475555556,HW,PreFenton,0
583.348805,HW,PreFenton,0
583.385262,HW,PreFenton,0
585.174545,HW,PreFenton,0
585.197792857143,HW,PreFenton,0
585.234221666667,HW,PreFenton,0
585.240068571429,HW,PreFenton,0
585.291750909091,HW,PreFenton,0
585.32819,HW,PreFenton,0
585.36461,HW,PreFenton,0
585.4008275,HW,PreFenton,0
586.309436666667,HW,PreFenton,0
587.270944444444,HW,PreFenton,0
587.286188571429,HW,PreFenton,0
587.30739125,HW,PreFenton,0
588.178116666667,HW,PreFenton,0
589.250246,HW,PreFenton,0
589.286602857143,HW,PreFenton,0
589.301844,HW,PreFenton,0
591.141526666667,HW,PreFenton,0
591.196505,HW,PreFenton,0
591.26587,HW,PreFenton,0
591.302273333333,HW,PreFenton,0
591.317552,HW,PreFenton,0
593.164615,HW,PreFenton,0
593.175776363636,HW,PreFenton,0
593.281443333333,HW,PreFenton,0
593.296712857143,HW,PreFenton,0
593.333153333333,HW,PreFenton,0
594.172550909091,HW,PreFenton,0
595.155,HW,PreFenton,0
595.312424615385,HW,PreFenton,0
595.348895,HW,PreFenton,0
596.151823333333,HW,PreFenton,0
597.125245,HW,PreFenton,0
597.1977525,HW,PreFenton,0
597.234123333333,HW,PreFenton,0
597.240178571429,HW,PreFenton,0
597.2705,HW,PreFenton,0
597.291699230769,HW,PreFenton,0
597.32807,HW,PreFenton,0
599.1042925,HW,PreFenton,0
599.213477142857,HW,PreFenton,0
599.24995,HW,PreFenton,0
599.255656666667,HW,PreFenton,0
599.271002,HW,PreFenton,0
599.286165,HW,PreFenton,0
599.307441,HW,PreFenton,0
599.343758333333,HW,PreFenton,0
601.25023,HW,PreFenton,0
601.265383333333,HW,PreFenton,0
601.286704444444,HW,PreFenton,0
601.301846666667,HW,PreFenton,0
601.323031428571,HW,PreFenton,0
601.395586666667,HW,PreFenton,0
601.395955,HW,PreFenton,0
602.231473333333,HW,PreFenton,0
603.265856666667,HW,PreFenton,0
603.281036666667,HW,PreFenton,0
603.302273333333,HW,PreFenton,0
603.317475,HW,PreFenton,0
603.327955,HW,PreFenton,0
605.26037,HW,PreFenton,0
605.281563333333,HW,PreFenton,0
605.296775,HW,PreFenton,0
605.3333,HW,PreFenton,0
607.13051,HW,PreFenton,0
607.276091538462,HW,PreFenton,0
607.297005,HW,PreFenton,0
607.312477142857,HW,PreFenton,0
607.348965,HW,PreFenton,0
609.146135714286,HW,PreFenton,0
609.170632,HW,PreFenton,0
609.291661,HW,PreFenton,0
609.328166666667,HW,PreFenton,0
610.09572,HW,PreFenton,0
611.17715,HW,PreFenton,0
611.219382857143,HW,PreFenton,0
611.307415555556,HW,PreFenton,0
611.343785,HW,PreFenton,0
613.156413333333,HW,PreFenton,0
613.169385,HW,PreFenton,0
613.192895,HW,PreFenton,0
613.2291675,HW,PreFenton,0
613.234991,HW,PreFenton,0
613.25018125,HW,PreFenton,0
613.26551,HW,PreFenton,0
613.286645555556,HW,PreFenton,0
613.32304625,HW,PreFenton,0
615.2083525,HW,PreFenton,0
615.24471,HW,PreFenton,0
615.250644545455,HW,PreFenton,0
615.265885,HW,PreFenton,0
615.2810775,HW,PreFenton,0
615.302304,HW,PreFenton,0
615.31771,HW,PreFenton,0
615.338782,HW,PreFenton,0
616.247275,HW,PreFenton,0
617.151172,HW,PreFenton,0
617.2241,HW,PreFenton,0
617.260436,HW,PreFenton,0
617.281576666667,HW,PreFenton,0
